x,y
-0.41895893702845827,-0.397603312459708
-0.41097513520267365,-0.39002771236179484
-0.40305025455797094,-0.38250802087921487
-0.3951823236827138,-0.37504236739612457
-0.38736944512192745,-0.36762895147203134
-0.37960979124874983,-0.36026603892433184
-0.37190160041010273,-0.35295195817105
-0.36424317332454126,-0.3456850968128602
-0.35663286971228025,-0.33846389843541586
-0.3490691051392087,-0.3312868596147258
-0.3415503480583366,-0.32415252710986786
-0.33407511703358544,-0.3170594952287236
-0.32664197813215207,-0.31000640335366747
-0.3192495424728577,-0.3029919336152652
-0.3118964639189733,-0.2960148087030628
-0.3045814369049713,-0.28907378980345294
-0.2973031943875311,-0.2821676746554437
-0.29006050591192023,-0.27529529571590267
-0.28285217578558447,-0.2684555184265293
-0.2756770413514372,-0.261647239575429
-0.2685339713539249,-0.25486938574671925
-0.26142186439148696,-0.24812091185211352
-0.2543396474495171,-0.24140079973889034
-0.2472862745083782,-0.2347080568690787
-0.2402607252214308,-0.22804171506507714
-0.23326200365840874,-0.22140082931727917
-0.22628913710981183,-0.21478447664959577
-0.21934117494829844,-0.20819175503906354
-0.21241718754334651,-0.20162178238599762
-0.20551626522570735,-0.1950736955313918
-0.1986375172984219,-0.18854664931850043
-0.19178007109138345,-0.18203981569573963
-0.18494307105663288,-0.17555238285823954
-0.17812567790176112,-0.1690835544255545
-0.1713270677589566,-0.162632548653196
-0.16454643138739872,-0.15619859767580702
-0.15778297340683675,-0.14978094677992687
-0.1510359115603279,-0.14337885370442457
-0.14430447600423094,-0.13699158796679436
-0.13758790862366113,-0.13061843021361028
-0.1308854623717163,-0.124258671593537
-0.12419640063088062,-0.11791161315138415
-0.11751999659509575,-0.11157656524177142
-0.11085553267107301,-0.1052528469610508
-0.10420229989749231,-0.09893978559620122
-0.09755959738079965,-0.09263671608947295
-0.0909267317463812,-0.08634298051762257
-0.08430301660394364,-0.08005792758462757
-0.07768777202598603,-0.07378091212682347
-0.07108032403829544,-0.06751129462944963
-0.06448000412143862,-0.061248440753629105
-0.057886148722266204,-0.05499172087284899
-0.05129809877447576,-0.04874050961803647
-0.044715199227315185,-0.04249418543035904
-0.03813679858153607,-0.036252130120903996
-0.0315622484317291,-0.030013728436413617
-0.024990903014197815,-0.02377836763027558
-0.01842211875954607,-0.017545437037986087
-0.011855253849168112,-0.011314327656316004
-0.005289667774845647,-0.005084431725425213
0.0012752790993329312,0.0011448576868196626
0.007840225973511602,0.0073741470990646265
0.014405812047833972,0.013604043029955326
0.02097267695821212,0.019835152411625586
0.02754146121286377,0.026068083003914992
0.03411280663039497,0.03230344381005294
0.04068735678020212,0.0385418454945435
0.04726575742598114,0.04478390080399846
0.05384865697314163,0.0510302249916758
0.060436706920932066,0.05728143624648832
0.06703056232010456,0.06353815612726851
0.07363088223696128,0.06980101000308896
0.08023833022465189,0.07607062750046281
0.08685357480260958,0.08234764295826699
0.09347728994504714,0.08863269589126198
0.1001101555794655,0.09492643146311229
0.10675285809615825,0.10122950096984062
0.11340609086973896,0.10754256233469023
0.1200705547937616,0.11386628061541075
0.12674695882954667,0.12020132852502366
0.13343602057038229,0.1265483869671764
0.140138466822327,0.1329081455872496
0.146855034202897,0.13928130334043384
0.15358646975899384,0.14566856907806397
0.16033353160550262,0.15207066215356618
0.16709698958606478,0.1584883130494465
0.17387762595762254,0.16492226402683538
0.18067623610042702,0.1713732697991938
0.18749362925529875,0.17784209823187885
0.19433062929004943,0.18432953106937905
0.20118807549708786,0.1908363646921398
0.20806682342437322,0.19736341090503112
0.21496774574201252,0.20391149775963702
0.22189173314696445,0.21048147041270293
0.2288396953084777,0.21707419202323508
0.2358125618570748,0.22369054469091865
0.24281128342009678,0.23033143043871654
0.24983683270704404,0.23699777224271798
0.2568902056481831,0.24369051511252982
0.2639724225901528,0.25041062722575286
0.2710845295525907,0.25715910112035856
0.278227599550103,0.2639369549490683
0.2854027339842504,0.2707452338001688
0.292611064110586,0.2775850110895419
0.2998537525861969,0.28445739002908305
0.3071319951036372,0.2913635051770924
0.31444702211763925,0.29830452407670227
0.3218001006715234,0.3052816489889045
0.32919253633081796,0.3122961187273069
0.3366256752322514,0.3193492106023631
0.3441009062570024,0.3264422424835072
0.3516196633378747,0.33357657498836535
0.3591834279109462,0.34075361380905533
0.36679373152320704,0.3479748121864995
0.37445215860876874,0.35524167354468955
0.3821603494474158,0.3625557542979713
0.38992000332059323,0.3699186668456707
0.3977328818813798,0.3773320827697641
0.4056008127566369,0.3847977362528543
0.41352569340133943,0.39231742773543415
0.421509495227124,0.39989302783334724
0.429554268029367,0.407526481538515
0.43766214473964543,0.41521981272841035
0.4458353465332977,0.42297512901247536
0.45407618832500063,0.4307946269467162
0.4623870846889067,0.43868059765115125
0.4707705562439565,0.4466354328686505
0.4792292365495906,0.4546616315080788
0.48776587956230893,0.46276180671961
0.4963833677094434,0.47093869355569834
0.5050847206432432,0.4791951572775783
0.5138731047460429,0.4875342023744454
0.5227518434660487,0.4959589823707864
0.5317244285732915,0.50447281050683
0.5407945324368084,0.5130791713880117
0.549966021437333,0.52178173371189
0.5592429706450275,0.5305843641954238
0.5686296799094086,0.5394911428422421
0.5781306915290582,0.5485063797089234
0.5877508096924514,0.5576346333518393
0.5974951219089205,0.5668807311623801
0.6073690226811443,0.5762497918290997
0.6173782397085386,0.5857472502013594
0.6275288629556054,0.5953788848714499
0.6378273769721057,0.605150848842273
0.648280696914484,0.6150697037070372
0.6588962087924285,0.6251424578380619
0.6696818145533735,0.6353766091661651
0.6806459827244238,0.6457801932333311
0.6917978054596524,0.6563618373232513
0.7031470629962062,0.6671308216218701
0.7147042967116813,0.6780971485394288
0.7264808922061956,0.6892716215446576
0.7384891741163085,0.700665935130977
0.7507425147183612,0.7122927778670878
0.7632554588142056,0.7241659508974497
0.7760438679365419,0.7363005047745811
0.7891250875959679,0.748712898154978
0.8025181421596245,0.76142118271386
0.8162439630590127,0.7744452196850086
0.830325657449647,0.7878069347841916
0.8447888262940365,0.8015306200289619
0.8596619432596608,0.8156432932640574
0.8749768090222189,0.8301751292366966
0.8907690998357395,0.8451599801189918
0.9070790349985541,0.8606360088472265
0.9239521957258591,0.8766464661264954
0.9414405388517563,0.8932406523034381
0.9596036641070123,0.9104751198496817
0.9785104155716813,0.9284151929342098
0.9982409295997376,0.9471369106401887
1.018889288358219,0.9667295448319978
1.040567008801686,0.9872989107428207
1.0634077060248768,1.0089717918959553
1.087573442820913,1.0319019650181072
1.1132635592835323,1.0562785781951871
1.1407272518468368,1.082338086761606
1.1702820043030444,1.1103817419633106
1.2023414992671833,1.1408020753444572
1.2374595836110247,1.1741246162841028
1.276402913699331,1.2110768229730557
1.320278337804558,1.2527089519262153
1.3707739048089196,1.300622744213366
1.430663415899787,1.3574501800621204
1.5050245206471151,1.42800929521769
1.6049022390157908,1.522780391690731
1.7638228294066687,1.673575572532688
2.4757494381325547,2.349102270772185
